"","Chr","Start","ID","Gene","bp_cum"
"8728",5,25218973,"ENSG00000251654","AC099499.1",8728
"8729",5,25319834,"ENSG00000260761","AC106754.1",8729
"8730",5,25404733,"ENSG00000248605","AC022140.1",8730
"8731",5,26382519,"ENSG00000249099","AC025475.1",8731
"8732",5,26711551,"ENSG00000251033","AC113347.4",8732
"8733",5,26880600,"ENSG00000113100","CDH9",8733
"8734",5,27412613,"ENSG00000248490","AC113355.1",8734
"8735",5,27472292,"ENSG00000250337","PURPL",8735
"8736",5,28286389,"ENSG00000249785","LINC02103",8736
"8737",5,28782678,"ENSG00000250453","AC008825.1",8737
"8738",5,29143503,"ENSG00000259786","LINC02109",8738
"8739",5,29380296,"ENSG00000248391","LINC02064",8739
"8740",5,31093977,"ENSG00000254138","AC113386.1",8740
"8741",5,31193750,"ENSG00000113361","CDH6",8741
"8742",5,31400497,"ENSG00000113360","DROSHA",8742
"8743",5,31532266,"ENSG00000082213","C5orf22",8743
"8744",5,31639410,"ENSG00000133401","PDZD2",8744
"8745",5,31741833,"ENSG00000248813","AC022447.3",8745
"8746",5,31743988,"ENSG00000248378","AC022447.1",8746
"8747",5,31747644,"ENSG00000250164","AC022447.7",8747
"8748",5,32103445,"ENSG00000250764","AC025178.1",8748
"8749",5,32124704,"ENSG00000113384","GOLPH3",8749
"8750",5,32174471,"ENSG00000272086","AC025181.2",8750
"8751",5,32226994,"ENSG00000150712","MTMR12",8751
"8752",5,32354350,"ENSG00000056097","ZFR",8752
"8753",5,32531633,"ENSG00000113387","SUB1",8753
"8754",5,32646564,"ENSG00000250885","LINC02061",8754
"8755",5,32689070,"ENSG00000113389","NPR3",8755
"8756",5,32925639,"ENSG00000250697","AC010343.3",8756
"8757",5,32947443,"ENSG00000248279","LINC02120",8757
"8758",5,33008994,"ENSG00000249102","AC034223.1",8758
"8759",5,33011322,"ENSG00000251281","AC034223.2",8759
"8760",5,33229735,"ENSG00000251443","LINC02160",8760
"8761",5,33424025,"ENSG00000249572","AC034231.1",8761
"8762",5,33440696,"ENSG00000113407","TARS",8762
"8763",5,33519616,"ENSG00000250583","AC034232.2",8763
"8764",5,33523535,"ENSG00000151388","ADAMTS12",8764
"8765",5,33936386,"ENSG00000182631","RXFP3",8765
"8766",5,33944616,"ENSG00000164175","SLC45A2",8766
"8767",5,33986178,"ENSG00000242110","AMACR",8767
"8768",5,33987174,"ENSG00000273294","C1QTNF3-AMACR",8768
"8769",5,34019448,"ENSG00000082196","C1QTNF3",8769
"8770",5,34158121,"ENSG00000271771","AC139792.1",8770
"8771",5,34651457,"ENSG00000271874","AC025754.2",8771
"8772",5,34656237,"ENSG00000039560","RAI14",8772
"8773",5,34656412,"ENSG00000250234","AC025754.1",8773
"8774",5,34837549,"ENSG00000272323","AC026801.2",8774
"8775",5,34838833,"ENSG00000205838","TTC23L",8775
"8776",5,34905264,"ENSG00000113456","RAD1",8776
"8777",5,34915376,"ENSG00000113460","BRIX1",8777
"8778",5,34929593,"ENSG00000168724","DNAJC21",8778
"8779",5,34998101,"ENSG00000113492","AGXT2",8779
"8780",5,35048756,"ENSG00000113494","PRLR",8780
"8781",5,35617844,"ENSG00000152582","SPEF2",8781
"8782",5,35678484,"ENSG00000248969","AC137810.1",8782
"8783",5,35852695,"ENSG00000168685","IL7R",8783
"8784",5,35904295,"ENSG00000152611","CAPSL",8784
"8785",5,35938822,"ENSG00000249748","AC112204.2",8785
"8786",5,35951010,"ENSG00000145626","UGT3A1",8786
"8787",5,36035017,"ENSG00000168671","UGT3A2",8787
"8788",5,36098412,"ENSG00000164187","LMBRD2",8788
"8789",5,36151989,"ENSG00000145604","SKP2",8789
"8790",5,36192592,"ENSG00000152620","NADK2",8790
"8791",5,36221055,"ENSG00000245711","NADK2-AS1",8791
"8792",5,36248434,"ENSG00000164188","RANBP3L",8792
"8793",5,36606355,"ENSG00000079215","SLC1A3",8793
"8794",5,36636019,"ENSG00000274441","AC008957.2",8794
"8795",5,36666214,"ENSG00000250155","AC008957.1",8795
"8796",5,36861736,"ENSG00000272103","AC026741.1",8796
"8797",5,36876759,"ENSG00000164190","NIPBL",8797
"8798",5,37106228,"ENSG00000197603","CPLANE1",8798
"8799",5,37288137,"ENSG00000113569","NUP155",8799
"8800",5,37379212,"ENSG00000082068","WDR70",8800
"8801",5,37811589,"ENSG00000248587","GDNF-AS1",8801
"8802",5,37812677,"ENSG00000168621","GDNF",8802
"8803",5,37899363,"ENSG00000248539","LINC02117",8803
"8804",5,37939365,"ENSG00000250032","AC008869.1",8804
"8805",5,37948491,"ENSG00000251518","LINC02110",8805
"8806",5,37953402,"ENSG00000248533","AC034226.1",8806
"8807",5,38025697,"ENSG00000250003","LINC02107",8807
"8808",5,38148480,"ENSG00000248461","LINC02119",8808
"8809",5,38258409,"ENSG00000164318","EGFLAM",8809
"8810",5,38282264,"ENSG00000248730","EGFLAM-AS4",8810
"8811",5,38345347,"ENSG00000249071","EGFLAM-AS3",8811
"8812",5,38399814,"ENSG00000248572","EGFLAM-AS2",8812
"8813",5,38425036,"ENSG00000249491","EGFLAM-AS1",8813
"8814",5,38460925,"ENSG00000251257","AC010457.1",8814
"8815",5,38474963,"ENSG00000113594","LIFR",8815
"8816",5,38556786,"ENSG00000244968","LIFR-AS1",8816
"8817",5,38682070,"ENSG00000251189","AC010425.1",8817
"8818",5,38710367,"ENSG00000249740","OSMR-AS1",8818
"8819",5,38783580,"ENSG00000250629","AC091435.2",8819
"8820",5,38845858,"ENSG00000145623","OSMR",8820
"8821",5,38937919,"ENSG00000164327","RICTOR",8821
"8822",5,39105255,"ENSG00000082074","FYB1",8822
"8823",5,39284262,"ENSG00000113600","C9",8823
"8824",5,39371675,"ENSG00000153071","DAB2",8824
"8825",5,39520431,"ENSG00000271334","LINC02104",8825
"8826",5,39892138,"ENSG00000250048","LINC00603",8826
"8827",5,40240173,"ENSG00000250585","LINC00604",8827
"8828",5,40415137,"ENSG00000283286","AC093277.1",8828
"8829",5,40512333,"ENSG00000113638","TTC33",8829
"8830",5,40679498,"ENSG00000171522","PTGER4",8830
"8831",5,40759379,"ENSG00000132356","PRKAA1",8831
"8832",5,40825262,"ENSG00000145592","RPL37",8832
"8833",5,40841184,"ENSG00000132357","CARD6",8833
"8834",5,40909252,"ENSG00000112936","C7",8834
"8835",5,40998017,"ENSG00000171495","MROH2B",8835
"8836",5,41142234,"ENSG00000039537","C6",8836
"8837",5,41306954,"ENSG00000182836","PLCXD3",8837
"8838",5,41730065,"ENSG00000083720","OXCT1",8838
"8839",5,41904188,"ENSG00000205765","C5orf51",8839
"8840",5,41925254,"ENSG00000151876","FBXO4",8840
"8841",5,42188266,"ENSG00000260786","AC108099.1",8841
"8842",5,42423777,"ENSG00000112964","GHR",8842
"8843",5,42756801,"ENSG00000198865","CCDC152",8843
"8844",5,42799880,"ENSG00000250722","SELENOP",8844
"8845",5,42806394,"ENSG00000272234","AC008945.1",8845
"8846",5,43006733,"ENSG00000271788","AC008875.1",8846
"8847",5,43018429,"ENSG00000251131","AC025171.3",8847
"8848",5,43033716,"ENSG00000272382","AC025171.5",8848
"8849",5,43039081,"ENSG00000177721","ANXA2R",8849
"8850",5,43041575,"ENSG00000215068","AC025171.2",8850
"8851",5,43061395,"ENSG00000272144","AC025171.4",8851
"8852",5,43065176,"ENSG00000172262","ZNF131",8852
"8853",5,43192071,"ENSG00000177453","NIM1K",8853
"8854",5,43287601,"ENSG00000261604","AC114947.2",8854
"8855",5,43289395,"ENSG00000112972","HMGCS1",8855
"8856",5,43376645,"ENSG00000151882","CCL28",8856
"8857",5,43444252,"ENSG00000151881","TMEM267",8857
"8858",5,43486701,"ENSG00000172244","C5orf34",8858
"8859",5,43511058,"ENSG00000248554","AC114956.2",8859
"8860",5,43515274,"ENSG00000248240","AC114956.1",8860
"8861",5,43526267,"ENSG00000172239","PAIP1",8861
"8862",5,43571594,"ENSG00000248092","NNT-AS1",8862
"8863",5,43602692,"ENSG00000112992","NNT",8863
"8864",5,43874367,"ENSG00000249276","AC104119.1",8864
"8865",5,44303544,"ENSG00000070193","FGF10",8865
"8866",5,44388732,"ENSG00000248464","FGF10-AS1",8866
"8867",5,44495618,"ENSG00000249203","LINC02224",8867
"8868",5,44698431,"ENSG00000250418","AC093292.1",8868
"8869",5,44744900,"ENSG00000251141","MRPS30-DT",8869
"8870",5,44752949,"ENSG00000248779","AC093297.1",8870
"8871",5,44808925,"ENSG00000112996","MRPS30",8871
"8872",5,44826076,"ENSG00000272335","AC093297.2",8872
"8873",5,45035199,"ENSG00000248148","AC114954.1",8873
"8874",5,45254950,"ENSG00000164588","HCN1",8874
"8875",5,45890216,"ENSG00000250122","AC122694.1",8875
"8876",5,50396192,"ENSG00000170571","EMB",8876
"8877",5,50662859,"ENSG00000271752","AC112187.3",8877
"8878",5,50665899,"ENSG00000151883","PARP8",8878
"8879",5,50858760,"ENSG00000249405","AC022441.1",8879
"8880",5,50929484,"ENSG00000251601","AC022441.2",8880
"8881",5,50965687,"ENSG00000250360","AC008808.2",8881
"8882",5,50969217,"ENSG00000251573","LINC02106",8882
"8883",5,50969660,"ENSG00000248918","AC008808.1",8883
"8884",5,51372736,"ENSG00000259663","AC010478.1",8884
"8885",5,51383391,"ENSG00000016082","ISL1",8885
"8886",5,51451158,"ENSG00000251125","AC091860.2",8886
"8887",5,52008031,"ENSG00000248789","LINC02118",8887
"8888",5,52675193,"ENSG00000248898","AC022126.1",8888
"8889",5,52787896,"ENSG00000213949","ITGA1",8889
"8890",5,52787940,"ENSG00000152684","PELO",8890
"8891",5,52932419,"ENSG00000249899","AC025180.1",8891
"8892",5,52989326,"ENSG00000164171","ITGA2",8892
"8893",5,53089016,"ENSG00000272123","AC008966.2",8893
"8894",5,53095679,"ENSG00000164172","MOCS2",8894
"8895",5,53109842,"ENSG00000247796","AC008966.1",8895
"8896",5,53480409,"ENSG00000134363","FST",8896
"8897",5,53560633,"ENSG00000164258","NDUFS4",8897
"8898",5,53776644,"ENSG00000250447","LINC02105",8898
"8899",5,53880293,"ENSG00000272416","AC025175.1",8899
"8900",5,53883945,"ENSG00000185305","ARL15",8900
"8901",5,54320944,"ENSG00000249069","LINC01033",8901
"8902",5,54455601,"ENSG00000169271","HSPB3",8902
"8903",5,54517759,"ENSG00000178996","SNX18",8903
"8904",5,54956235,"ENSG00000249016","AC112198.3",8904
"8905",5,54977864,"ENSG00000164283","ESM1",8905
"8906",5,55024253,"ENSG00000113088","GZMK",8906
"8907",5,55054428,"ENSG00000251376","AC034238.3",8907
"8908",5,55063179,"ENSG00000248029","AC034238.2",8908
"8909",5,55102648,"ENSG00000145649","GZMA",8909
"8910",5,55112995,"ENSG00000164287","CDC20B",8910
"8911",5,55160118,"ENSG00000164294","GPX8",8911
"8912",5,55219614,"ENSG00000234602","MCIDAS",8912
"8913",5,55231152,"ENSG00000152669","CCNO",8913
"8914",5,55233934,"ENSG00000251307","AC026704.1",8914
"8915",5,55256245,"ENSG00000067248","DHX29",8915
"8916",5,55307760,"ENSG00000039123","MTREX",8916
"8917",5,55424854,"ENSG00000067113","PLPP1",8917
"8918",5,55625845,"ENSG00000177058","SLC38A9",8918
"8919",5,55738017,"ENSG00000152670","DDX4",8919
"8920",5,55851379,"ENSG00000164509","IL31RA",8920
"8921",5,55935095,"ENSG00000134352","IL6ST",8921
"8922",5,55936143,"ENSG00000262211","AC008914.1",8922
"8923",5,55978248,"ENSG00000249236","AC008892.1",8923
"8924",5,55995167,"ENSG00000227908","AC016596.1",8924
"8925",5,56099678,"ENSG00000164512","ANKRD55",8925
"8926",5,56313905,"ENSG00000249697","AC034245.1",8926
"8927",5,56457795,"ENSG00000248727","LINC01948",8927
"8928",5,56511567,"ENSG00000225940","C5orf67",8928
"8929",5,56770799,"ENSG00000228650","AC008940.1",8929
"8930",5,56815574,"ENSG00000095015","MAP3K1",8930
"8931",5,56842016,"ENSG00000237705","AC008937.2",8931
"8932",5,56900041,"ENSG00000225230","AC008937.1",8932
"8933",5,56909260,"ENSG00000155542","SETD9",8933
"8934",5,56919602,"ENSG00000155545","MIER3",8934
"8935",5,56927874,"ENSG00000271828","AC008937.3",8935
"8936",5,56941307,"ENSG00000235635","AC016644.1",8936
"8937",5,57173948,"ENSG00000062194","GPBP1",8937
"8938",5,57395060,"ENSG00000250961","AC025470.2",8938
"8939",5,57480016,"ENSG00000169067","ACTBL2",8939
"8940",5,57574027,"ENSG00000248294","AC008780.1",8940
"8941",5,57614389,"ENSG00000249436","AC008780.2",8941
"8942",5,57751192,"ENSG00000249198","AC106822.1",8942
"8943",5,57890327,"ENSG00000249584","LINC02225",8943
"8944",5,58108082,"ENSG00000248132","LINC02101",8944
"8945",5,58453982,"ENSG00000145632","PLK2",8945
"8946",5,58491435,"ENSG00000175857","GAPT",8946
"8947",5,58541567,"ENSG00000250127","LINC02108",8947
"8948",5,58582221,"ENSG00000152932","RAB3C",8948
"8949",5,58741581,"ENSG00000248475","AC016642.1",8949
"8950",5,58846885,"ENSG00000248733","AC008852.1",8950
"8951",5,58969038,"ENSG00000113448","PDE4D",8951
"8952",5,59039761,"ENSG00000247345","AC092343.1",8952
"8953",5,60021249,"ENSG00000248935","AC034234.1",8953
"8954",5,60487713,"ENSG00000152931","PART1",8954
"8955",5,60596912,"ENSG00000035499","DEPDC1B",8955
"8956",5,60751791,"ENSG00000164181","ELOVL7",8956
"8957",5,60866457,"ENSG00000272308","AC104113.1",8957
"8958",5,60873831,"ENSG00000049167","ERCC8",8958
"8959",5,60917490,"ENSG00000233847","AC022445.1",8959
"8960",5,60945129,"ENSG00000164182","NDUFAF2",8960
"8961",5,61157709,"ENSG00000188725","SMIM15",8961
"8962",5,61162070,"ENSG00000251279","SMIM15-AS1",8962
"8963",5,61201309,"ENSG00000249279","LINC02057",8963
"8964",5,61332273,"ENSG00000130449","ZSWIM6",8964
"8965",5,61658474,"ENSG00000248529","AC026746.1",8965
"8966",5,61732774,"ENSG00000251575","C5orf64-AS1",8966
"8967",5,61878109,"ENSG00000248199","AC026434.1",8967
"8968",5,62306162,"ENSG00000068796","KIF2A",8968
"8969",5,62387254,"ENSG00000086189","DIMT1",8969
"8970",5,62403972,"ENSG00000086200","IPO11",8970
"8971",5,62578735,"ENSG00000186105","LRRC70",8971
"8972",5,63960356,"ENSG00000178394","HTR1A",8972
"8973",5,64165844,"ENSG00000164197","RNF180",8973
"8974",5,64506257,"ENSG00000186479","RGS7BP",8974
"8975",5,64690308,"ENSG00000145642","SHISAL2B",8975
"8976",5,64718144,"ENSG00000153006","SREK1IP1",8976
"8977",5,64768930,"ENSG00000153015","CWC27",8977
"8978",5,65020038,"ENSG00000272370","AC092354.2",8978
"8979",5,65020614,"ENSG00000272354","AC092354.1",8979
"8980",5,65148736,"ENSG00000049192","ADAMTS6",8980
"8981",5,65486444,"ENSG00000250081","AC025176.1",8981
"8982",5,65517766,"ENSG00000123219","CENPK",8982
"8983",5,65563236,"ENSG00000113593","PPWD1",8983
"8984",5,65589680,"ENSG00000113595","TRIM23",8984
"8985",5,65624716,"ENSG00000113597","TRAPPC13",8985
"8986",5,65624765,"ENSG00000253251","SHLD3",8986
"8987",5,65665928,"ENSG00000197860","SGTB",8987
"8988",5,65722196,"ENSG00000123213","NLN",8988
"8989",5,65924629,"ENSG00000269961","AC010359.1",8989
"8990",5,65926475,"ENSG00000112851","ERBIN",8990
"8991",5,66139971,"ENSG00000153914","SREK1",8991
"8992",5,66144156,"ENSG00000253744","AC025442.1",8992
"8993",5,66206212,"ENSG00000248846","LINC02065",8993
"8994",5,66298468,"ENSG00000251391","AC113378.1",8994
"8995",5,66507544,"ENSG00000250313","LINC02229",8995
"8996",5,66596361,"ENSG00000069020","MAST4",8996
"8997",5,67001383,"ENSG00000229666","MAST4-AS1",8997
"8998",5,67179613,"ENSG00000134061","CD180",8998
"8999",5,67268022,"ENSG00000251206","AC010420.1",8999
"9000",5,67379378,"ENSG00000249364","AC112206.2",9000
"9001",5,67632266,"ENSG00000249736","LINC02242",9001
"9002",5,67699429,"ENSG00000250421","AC106798.1",9002
"9003",5,67800740,"ENSG00000249894","AC024581.1",9003
"9004",5,68189876,"ENSG00000253787","LINC02219",9004
"9005",5,68215720,"ENSG00000145675","PIK3R1",9005
"9006",5,68374765,"ENSG00000251044","AC024579.1",9006
"9007",5,68430427,"ENSG00000248884","AC010280.2",9007
"9008",5,68523878,"ENSG00000249588","AC010280.3",9008
"9009",5,68531690,"ENSG00000248359","AC010280.1",9009
"9010",5,68832585,"ENSG00000249335","AC093523.1",9010
"9011",5,68963246,"ENSG00000250066","AC093248.1",9011
"9012",5,68970692,"ENSG00000249352","LINC02198",9012
"9013",5,69038518,"ENSG00000250237","AC010273.2",9013
"9014",5,69093646,"ENSG00000145740","SLC30A5",9014
"9015",5,69113112,"ENSG00000248664","AC010273.1",9015
"9016",5,69167010,"ENSG00000134057","CCNB1",9016
"9017",5,69189548,"ENSG00000153044","CENPH",9017
"9018",5,69217760,"ENSG00000134056","MRPS36",9018
"9019",5,69234795,"ENSG00000134058","CDK7",9019
"9020",5,69280175,"ENSG00000183323","CCDC125",9020
"9021",5,69350984,"ENSG00000085231","AK6",9021
"9022",5,69364743,"ENSG00000273841","TAF9",9022
"9023",5,69369293,"ENSG00000152942","RAD17",9023
"9024",5,69415065,"ENSG00000152939","MARVELD2",9024
"9025",5,69477472,"ENSG00000249295","AC145146.1",9025
"9026",5,69492292,"ENSG00000197822","OCLN",9026
"9027",5,69560208,"ENSG00000183474","GTF2H2C",9027
"9028",5,70025247,"ENSG00000205572","SERF1B",9028
"9029",5,70049612,"ENSG00000205571","SMN2",9029
"9030",5,70055820,"ENSG00000285151","AC140134.2",9030
"9031",5,70449636,"ENSG00000269983","AC146944.4",9031
"9032",5,70900665,"ENSG00000172058","SERF1A",9032
"9033",5,70925030,"ENSG00000172062","SMN1",9033
"9034",5,70931244,"ENSG00000285204","AC139834.1",9034
"9035",5,70968483,"ENSG00000249437","NAIP",9035
"9036",5,71032670,"ENSG00000145736","GTF2H2",9036
"9037",5,71351855,"ENSG00000250387","LINC02197",9037
"9038",5,71372676,"ENSG00000253985","AC145141.2",9038
"9039",5,71445616,"ENSG00000249981","AC145141.1",9039
"9040",5,71455615,"ENSG00000145734","BDP1",9040
"9041",5,71587288,"ENSG00000131844","MCCC2",9041
"9042",5,71719163,"ENSG00000164326","CARTPT",9042
"9043",5,72107234,"ENSG00000131711","MAP1B",9043
"9044",5,72219409,"ENSG00000113048","MRPS27",9044
"9045",5,72320367,"ENSG00000049883","PTCD2",9045
"9046",5,72442652,"ENSG00000178175","ZNF366",9046
"9047",5,72574120,"ENSG00000248371","LINC02056",9047
"9048",5,72687112,"ENSG00000251613","AC063979.2",9048
"9049",5,72794405,"ENSG00000249085","AC035140.1",9049
"9050",5,72816312,"ENSG00000083312","TNPO1",9050
"9051",5,72953635,"ENSG00000271926","AC008972.1",9051
"9052",5,72955206,"ENSG00000272081","AC008972.2",9052
"9053",5,72955981,"ENSG00000157107","FCHO2",9053
"9054",5,73120292,"ENSG00000157111","TMEM171",9054
"9055",5,73132008,"ENSG00000251599","AC116345.3",9055
"9056",5,73173195,"ENSG00000164325","TMEM174",9056
"9057",5,73213947,"ENSG00000249743","AC116345.1",9057
"9058",5,73337906,"ENSG00000251543","LINC02230",9058
"9059",5,73444827,"ENSG00000251493","FOXD1",9059
"9060",5,73446357,"ENSG00000247993","FOXD1-AS1",9060
"9061",5,73451498,"ENSG00000251604","LINC01385",9061
"9062",5,73454187,"ENSG00000251324","LINC01386",9062
"9063",5,73497550,"ENSG00000272525","AC099522.2",9063
"9064",5,73498408,"ENSG00000145741","BTF3",9064
"9065",5,73552335,"ENSG00000164331","ANKRA2",9065
"9066",5,73565443,"ENSG00000164338","UTP15",9066
"9067",5,73626158,"ENSG00000214944","ARHGEF28",9067
"9068",5,73778039,"ENSG00000249293","AC091868.2",9068
"9069",5,73952940,"ENSG00000259968","AC093283.1",9069
"9070",5,74084068,"ENSG00000248474","LINC02122",9070
"9071",5,74306410,"ENSG00000248942","LINC01335",9071
"9072",5,74321631,"ENSG00000251041","AC106732.1",9072
"9073",5,74322486,"ENSG00000249343","LINC01333",9073
"9074",5,74327995,"ENSG00000250446","LINC01332",9074
"9075",5,74369376,"ENSG00000248673","LINC01331",9075
"9076",5,74627406,"ENSG00000171617","ENC1",9076
"9077",5,74640023,"ENSG00000049860","HEXB",9077
"9078",5,74721204,"ENSG00000164347","GFM2",9078
"9079",5,74766991,"ENSG00000164346","NSA2",9079
"9080",5,74777574,"ENSG00000198780","FAM169A",9080
"9081",5,74865893,"ENSG00000271714","AC010501.1",9081
"9082",5,74917726,"ENSG00000249856","AC116337.3",9082
"9083",5,75025346,"ENSG00000176928","GCNT4",9083
"9084",5,75047719,"ENSG00000250889","LINC01336",9084
"9085",5,75068275,"ENSG00000145700","ANKRD31",9085
"9086",5,75320155,"ENSG00000247372","AC008897.2",9086
"9087",5,75336329,"ENSG00000113161","HMGCR",9087
"9088",5,75356345,"ENSG00000113163","COL4A3BP",9088
"9089",5,75363760,"ENSG00000271815","AC008897.3",9089
"9090",5,75511756,"ENSG00000122008","POLK",9090
"9091",5,75598482,"ENSG00000248881","AC010245.1",9091
"9092",5,75608817,"ENSG00000272040","AC010245.2",9092
"9093",5,75611459,"ENSG00000189045","ANKDD1B",9093
"9094",5,75674124,"ENSG00000152359","POC5",9094
"9095",5,76081946,"ENSG00000248127","AC026774.1",9095
"9096",5,76083172,"ENSG00000122012","SV2C",9096
"9097",5,76285542,"ENSG00000250348","AC113404.1",9097
"9098",5,76403249,"ENSG00000145703","IQGAP2",9098
"9099",5,76606608,"ENSG00000249713","AC026725.1",9099
"9100",5,76615482,"ENSG00000164220","F2RL2",9100
"9101",5,76691439,"ENSG00000225407","AC025188.1",9101
"9102",5,76716043,"ENSG00000181104","F2R",9102
"9103",5,76818933,"ENSG00000164251","F2RL1",9103
"9104",5,76850001,"ENSG00000171643","S100Z",9104
"9105",5,76952713,"ENSG00000145708","CRHBP",9105
"9106",5,77029251,"ENSG00000164252","AGGF1",9106
"9107",5,77030902,"ENSG00000285000","AC008581.2",9107
"9108",5,77072072,"ENSG00000132846","ZBED3",9108
"9109",5,77073881,"ENSG00000250615","AC008581.1",9109
"9110",5,77086688,"ENSG00000250802","ZBED3-AS1",9110
"9111",5,77086732,"ENSG00000284762","AC022414.1",9111
"9112",5,77210449,"ENSG00000113231","PDE8B",9112
"9113",5,77425970,"ENSG00000164253","WDR41",9113
"9114",5,77628712,"ENSG00000171540","OTP",9114
"9115",5,77691166,"ENSG00000171530","TBCA",9115
"9116",5,77942757,"ENSG00000253572","AC108482.1",9116
"9117",5,78000525,"ENSG00000132842","AP3B1",9117
"9118",5,78342365,"ENSG00000245556","SCAMP1-AS1",9118
"9119",5,78360583,"ENSG00000085365","SCAMP1",9119
"9120",5,78485215,"ENSG00000145685","LHFPL2",9120
"9121",5,78777209,"ENSG00000113273","ARSB",9121
"9122",5,78997606,"ENSG00000132837","DMGDH",9122
"9123",5,79069717,"ENSG00000132840","BHMT2",9123
"9124",5,79111779,"ENSG00000145692","BHMT",9124
"9125",5,79236189,"ENSG00000152409","JMY",9125
"9126",5,79372636,"ENSG00000152413","HOMER1",9126
"9127",5,79612120,"ENSG00000164329","TENT2",9127
"9128",5,79689877,"ENSG00000164309","CMYA5",9128
"9129",5,79774348,"ENSG00000250258","AC008496.2",9129
"9130",5,79936579,"ENSG00000250888","LINC01455",9130
"9131",5,79976731,"ENSG00000177034","MTX3",9131
"9132",5,79991311,"ENSG00000113296","THBS4",9132
"9133",5,80052374,"ENSG00000249825","AC012636.1",9133
"9134",5,80111651,"ENSG00000164300","SERINC5",9134
"9135",5,80128361,"ENSG00000251675","AC010260.1",9135
"9136",5,80319625,"ENSG00000164299","SPZ1",9136
"9137",5,80408013,"ENSG00000039319","ZFYVE16",9137
"9138",5,80482293,"ENSG00000249042","AC008771.1",9138
"9139",5,80487969,"ENSG00000152380","FAM151B",9139
"9140",5,80556755,"ENSG00000189127","ANKRD34B",9140
"9141",5,80608623,"ENSG00000251221","LINC01337",9141
"9142",5,80626228,"ENSG00000228716","DHFR",9142
"9143",5,80630313,"ENSG00000249655","AC008434.1",9143
"9144",5,80654648,"ENSG00000113318","MSH3",9144
"9145",5,80947697,"ENSG00000251450","RASGRF2-AS1",9145
"9146",5,80960672,"ENSG00000113319","RASGRF2",9146
"9147",5,81113385,"ENSG00000249772","AC026427.1",9147
"9148",5,81204084,"ENSG00000247572","CKMT2-AS1",9148
"9149",5,81233285,"ENSG00000131730","CKMT2",9149
"9150",5,81301590,"ENSG00000131732","ZCCHC9",9150
"9151",5,81330005,"ENSG00000172497","ACOT12",9151
"9152",5,81413021,"ENSG00000145687","SSBP2",9152
"9153",5,81851601,"ENSG00000249483","AC026726.1",9153
"9154",5,81972025,"ENSG00000152348","ATG10",9154
"9155",5,82073055,"ENSG00000248192","ATG10-AS1",9155
"9156",5,82273358,"ENSG00000186468","RPS23",9156
"9157",5,82279462,"ENSG00000205464","ATP6AP1L",9157
"9158",5,82545862,"ENSG00000248393","AC026782.1",9158
"9159",5,82586776,"ENSG00000248870","AC026782.2",9159
"9160",5,82765404,"ENSG00000249100","AC008885.2",9160
"9161",5,82850864,"ENSG00000281327","LINC01338",9161
"9162",5,82919376,"ENSG00000248112","AC108174.1",9162
"9163",5,82940458,"ENSG00000249857","AC027338.2",9163
"9164",5,83012285,"ENSG00000249664","AC027338.1",9164
"9165",5,83049376,"ENSG00000271862","AC104118.1",9165
"9166",5,83052846,"ENSG00000174695","TMEM167A",9166
"9167",5,83077498,"ENSG00000152422","XRCC4",9167
"9168",5,83471465,"ENSG00000038427","VCAN",9168
"9169",5,83531352,"ENSG00000249835","VCAN-AS1",9169
"9170",5,83637805,"ENSG00000145681","HAPLN1",9170
"9171",5,83940554,"ENSG00000164176","EDIL3",9171
"9172",5,84384427,"ENSG00000250320","AC113383.1",9172
"9173",5,85112342,"ENSG00000249349","AC114928.1",9173
"9174",5,85212958,"ENSG00000249792","AC117522.2",9174
"9175",5,85420028,"ENSG00000248667","AC010486.1",9175
"9176",5,85429702,"ENSG00000249023","AC010486.2",9176
"9177",5,85446974,"ENSG00000249842","AC010486.3",9177
"9178",5,85663232,"ENSG00000250874","AC010595.1",9178
"9179",5,85848502,"ENSG00000249153","AC026414.1",9179
"9180",5,86335024,"ENSG00000248195","AC016550.1",9180
"9181",5,86353803,"ENSG00000248363","AC016550.2",9181
"9182",5,86380660,"ENSG00000250124","AC016550.3",9182
"9183",5,86617904,"ENSG00000127184","COX7C",9183
"9184",5,86746818,"ENSG00000250544","LINC02059",9184
"9185",5,86797685,"ENSG00000248701","AC008539.1",9185
"9186",5,86967321,"ENSG00000249061","AC109492.1",9186
"9187",5,87205408,"ENSG00000233828","LINC01949",9187
"9188",5,87267888,"ENSG00000145715","RASA1",9188
"9189",5,87318416,"ENSG00000134480","CCNH",9189
"9190",5,87412342,"ENSG00000285190","AC018754.1",9190
"9191",5,87662042,"ENSG00000249362","LINC02488",9191
"9192",5,87713135,"ENSG00000248708","LINC02144",9192
"9193",5,88189633,"ENSG00000164180","TMEM161B",9193
"9194",5,88268895,"ENSG00000247828","TMEM161B-AS1",9194
"9195",5,88408982,"ENSG00000250156","LINC02060",9195
"9196",5,88433892,"ENSG00000271904","AC091826.2",9196
"9197",5,88507546,"ENSG00000245526","LINC00461",9197
"9198",5,88676218,"ENSG00000245864","MEF2C-AS2",9198
"9199",5,88692645,"ENSG00000250377","AC008525.1",9199
"9200",5,88692651,"ENSG00000250555","AC008525.2",9200
"9201",5,88717117,"ENSG00000081189","MEF2C",9201
